;url;Population 0-14 ans;Population 15-29 ans;Population 30-44 ans;Population 45-59 ans;Population 60-74 ans;Population 75-89 ans;Population 90 ans et +;Sans diplôme;Brevet des collèges;CAP / BEP;Baccalauréat, brevet professionnel;Bac +2 à Bac +4;Bac +3 ou Bac +4;Bac +5 et plus;Couverture en très haut débit;Taux de chômage;Revenu médian;Taux de création d'entreprises;Prix médian au m2 d'un appartement;Evolution du prix médian au m2 d'un appartement;Prix médian au m2 d'une maison;Evolution du prix médian au m2 d'une maison;Cambriolages;Vols automobiles;Vols de particulier;Violences physiques;Violences sexuelles;Médecin;Dentiste;Infirmier;Pharmacie;Urgences;Crèche;Ecole maternelle;Ecole élementaire;Collège;Lycée;Hypermarché;Supermarché;Epicerie;Station service;Bureau de Poste;Hôtel;Restaurant;Boulangerie;Cinéma;Bibliothèque;Aeroport;Gare SNCF;Voisin 0;Voisin 1;Voisin 2;Voisin 3;Voisin 4;Voisin 5;Voisin 6;Voisin 7;Voisin 8;Voisin 9;Logements vacants;Résidences principales;Résidences secondaires;Propriétaires;Locataires;1 pièce;2 pièces;3 pièces;4 pièces;5 pièces et plus;Crimes et délits;Nom;Code postal;Evolution du nombre d'habitants;Habitants;Densité;Part de maisons;Part d'appartements
20;https://www.villesavivre.fr/montsoult-95430;18,2%;16,6%;19,3%;21,2%;15%;8,2%;1,4%;15,1%;6,3%;21,9%;19,2%;14,9%;12,4%;10,3%;99,26%;6,42%;27640;15%;2689;-7,21%;3330;-12,62%;492;1041;896;668;97;2;1;3;1;Beaumont-sur-Oise (8,2 km);1;2;2;1;Domont (5,3 km);Moisselles (3,5 km);Maffliers (1,3 km);1;Ézanville (1,3 km);1;Maffliers (0,4 km);3;2;Domont (5,1 km);1;16,4;1;Baillet-en-France à 1,4 km;Attainville à 3,6 km;Maffliers à 1,5 km;Moisselles à 3,7 km;Chauvry à 3,3 km;Nerville-la-Forêt à 3 km;Bouffémont à 3,3 km;Villaines-sous-Bois à 3,8 km;Saint-Martin-du-Tertre à 4,2 km;Béthemont-la-Forêt à 4,3 km;4,2%;94,5%;1,3%;Not found!;16,7%;2,2%;6,1%;13,8%;24,8%;53,2%;5620;Montsoult;95560;19,47%;4 068;1059;Not found!;21,3%
21;https://www.villesavivre.fr/maurecourt-78382;21,5%;15,7%;20,2%;21,4%;14,9%;5,7%;0,6%;15,8%;3,9%;21,8%;16,5%;15,8%;11,5%;14,6%;97,8%;6,02%;28680;17,4%;3653;-3,03%;4043;-8,8%;505;712;815;748;76;2;1;4;1;Pontoise (8 km);Andrésy (1,1 km);1;2;Jouy-le-Moutier (1,4 km);Jouy-le-Moutier (2,4 km);Conflans-Sainte-Honorine (2,6 km);Jouy-le-Moutier (2,3 km);2;Conflans-Sainte-Honorine (2,1 km);1;Conflans-Sainte-Honorine (2,5 km);4;2;Jouy-le-Moutier (1,6 km);1;28,3;Andrésy (1,4 km);Éragny à 4,3 km;Triel-sur-Seine à 4 km;Neuville-sur-Oise à 2,2 km;Achères à 4 km;Boisemont à 4,2 km;Conflans-Sainte-Honorine à 3,4 km;Vauréal à 4 km;Chanteloup-les-Vignes à 3 km;Jouy-le-Moutier à 2 km;Andrésy à 1,9 km;6,5%;92,9%;0,6%;Not found!;29,2%;3,7%;7,6%;18,8%;21,7%;48,2%;5197;Maurecourt;78780;-0,8%;4 355;1193;Not found!;32,5%
22;https://www.villesavivre.fr/vigny-95658;19,3%;18,1%;17,7%;23,8%;15,5%;5,2%;0,4%;10%;5,1%;23,4%;18,4%;16,3%;12,9%;14%;100%;7,51%;30070;10,6%;Not found!;Not found!;3312;+9,71%;569;1162;612;339;63;1;1;1;1;Meulan-en-Yvelines (8,7 km);Ableiges (4,5 km);1;1;1;Cergy (6,7 km);Osny (10,8 km);Sagy (3,5 km);1;Sagy (4 km);1;Seraincourt (5,3 km);4;1;Cergy (7 km);1;39,5;Us (3,6 km);Le Perchay à 4 km;Condécourt à 4,7 km;Gouzangrez à 4 km;Avernes à 4,8 km;Sagy à 4,2 km;Frémainville à 4,6 km;Théméricourt à 2,2 km;Us à 3,4 km;Longuesse à 2 km;Ableiges à 3,3 km;8,3%;89,5%;2,2%;Not found!;18,1%;1,5%;4,6%;10,4%;18,5%;65%;4303;Vigny;95450;3,05%;1 115;170;Not found!;13,6%
23;https://www.villesavivre.fr/boinvilliers-78072;16,2%;15,5%;17,2%;26,5%;16,8%;6,9%;1%;12,7%;4,6%;33,1%;14,9%;16,9%;8,7%;9,1%;90,91%;1,88%;31640;5,9%;Not found!;Not found!;Not found!;Not found!;501;595;511;384;56;Septeuil (3,3 km);Septeuil (3,3 km);Septeuil (3,4 km);Septeuil (3,4 km);Mantes-la-Jolie (8,7 km);Favrieux (2,9 km);Villette (2,3 km);1;Magnanville (5,6 km);Magnanville (5,2 km);Buchelay (6,9 km);Septeuil (3,5 km);Vert (3,1 km);Longnes (5,3 km);Septeuil (3,3 km);Magnanville (6,7 km);Rosay (1,2 km);Vert (3 km);Mantes-la-Jolie (8,3 km);Vert (2,9 km);55,6;Mantes-la-Jolie (8 km);Favrieux à 3,1 km;Flacourt à 2 km;Soindres à 3,7 km;Rosay à 1,9 km;Septeuil à 3,9 km;Vert à 2,7 km;Courgent à 2,8 km;Dammartin-en-Serve à 3,5 km;Villette à 2,3 km;Montchauvet à 4,2 km;6,1%;84,8%;9,1%;Not found!;4,5%;0%;1,8%;4,5%;17%;76,8%;4026;Boinvilliers;78200;-15,81%;245;68;Not found!;1,5%
24;https://www.villesavivre.fr/maulette-78381;24,3%;14,8%;22,2%;18,4%;15,2%;4,6%;0,4%;16%;8,2%;26,7%;18,5%;14%;8,1%;8,6%;96,83%;6,45%;28950;12,9%;Not found!;Not found!;2626;-24,15%;501;595;511;384;56;1;Houdan (1,2 km);Houdan (1,2 km);Houdan (1,2 km);Dreux (18,8 km);Bazainville (4,5 km);1;1;Houdan (0,9 km);La Queue-les-Yvelines (12,5 km);1;1;Houdan (1,3 km);5;Houdan (1,3 km);Houdan (1,6 km);3;1;Anet (15,4 km);Houdan (1,1 km);55,1;Houdan (1,7 km);Dannemarie à 2,2 km;Gambais à 4,5 km;Bazainville à 4,6 km;Richebourg à 4,8 km;Havelu à 6 km;Saint-Lubin-de-la-Haye à 5,7 km;Gressey à 5,5 km;Goussainville à 4,1 km;Houdan à 2,2 km;Bourdonné à 4,2 km;4,8%;91,5%;3,7%;Not found!;14,8%;1%;6%;12,6%;25,1%;55,3%;4026;Maulette;78550;10,3%;1 049;133;Not found!;7,2%
25;https://www.villesavivre.fr/nesles-la-vallee-95446;16,7%;14,9%;17%;24,7%;20,4%;5,6%;0,7%;11,5%;6%;21,3%;17,5%;13,7%;13,6%;16,4%;99,9%;7,4%;29650;18,5%;Not found!;Not found!;3700;-4%;569;1162;612;339;63;Parmain (2,9 km);Parmain (3 km);2;1;Beaumont-sur-Oise (8,9 km);L'Isle-Adam (3,7 km);1;1;L'Isle-Adam (3,7 km);L'Isle-Adam (3,9 km);L'Isle-Adam (5,4 km);1;1;L'Isle-Adam (4,2 km);1;Parmain (3 km);2;2;L'Isle-Adam (3,4 km);1;27,4;Parmain (3 km);Frouville à 3,9 km;Labbeville à 2,9 km;Champagne-sur-Oise à 4,4 km;Valmondois à 3,3 km;Hédouville à 3,5 km;Vallangoujard à 5,1 km;Butry-sur-Oise à 5 km;Hérouville-en-Vexin à 4,1 km;Parmain à 2,1 km;L'Isle-Adam à 5 km;5,5%;87,7%;6,8%;Not found!;16,7%;2,2%;7,3%;13,2%;19,8%;57,5%;4303;Nesles-la-Vallée;95690;-1,04%;1 803;134;Not found!;9,5%
26;https://www.villesavivre.fr/evecquemont-78227;17,4%;15,5%;19,1%;23%;18,8%;5,9%;0,3%;10,7%;3,8%;25,4%;18,9%;16,5%;12,4%;12,3%;96,51%;6,93%;29680;17,6%;Not found!;Not found!;Not found!;Not found!;292;547;822;1027;97;Vaux-sur-Seine (1,7 km);Vaux-sur-Seine (2 km);Meulan-en-Yvelines (1,9 km);Meulan-en-Yvelines (2 km);Meulan-en-Yvelines (2,8 km);Vaux-sur-Seine (1,6 km);1;1;Meulan-en-Yvelines (1,6 km);Les Mureaux (4,2 km);Les Mureaux (4,8 km);Tessancourt-sur-Aubette (2,6 km);Meulan-en-Yvelines (1,3 km);Tessancourt-sur-Aubette (2,5 km);Vaux-sur-Seine (2 km);Meulan-en-Yvelines (2,9 km);Tessancourt-sur-Aubette (1,5 km);Meulan-en-Yvelines (1,5 km);Les Mureaux (3,5 km);1;36,6;Vaux-sur-Seine (1,8 km);Meulan-en-Yvelines à 2,5 km;Menucourt à 2,7 km;Condécourt à 2,3 km;Vaux-sur-Seine à 2,4 km;Les Mureaux à 3,7 km;Tessancourt-sur-Aubette à 2 km;Sagy à 4,4 km;Gaillon-sur-Montcient à 3,6 km;Hardricourt à 4 km;Verneuil-sur-Seine à 3,7 km;5,6%;92,2%;2,2%;Not found!;15,3%;2,9%;4,1%;14,4%;19%;59,7%;6975;Évecquemont;78740;-1,66%;771;308;Not found!;12,8%
27;https://www.villesavivre.fr/lommoye-78344;22,2%;13,9%;21%;24,9%;13,1%;4,2%;0,7%;17,7%;5,1%;26,6%;20,7%;12%;10,6%;7,4%;97,5%;5,6%;26240;28%;Not found!;Not found!;Not found!;Not found!;501;595;511;384;56;Bréval (6,1 km);Bréval (6,1 km);Bréval (4,2 km);Bréval (5,9 km);Vernon (10,8 km);Freneuse (7,5 km);1;1;Bonnières-sur-Seine (5,4 km);Vernon (8,4 km);Vernon (10,9 km);Bréval (5,8 km);Bonnières-sur-Seine (6,3 km);Chaufour-lès-Bonnières (3,2 km);Bréval (6 km);Chaufour-lès-Bonnières (3,5 km);Saint-Illiers-la-Ville (3 km);Chaufour-lès-Bonnières (3,5 km);Vernon (10,7 km);Notre-Dame-de-la-Mer (4,6 km);50,2;Bréval (6,3 km);Chaignes à 5,1 km;Saint-Illiers-la-Ville à 3 km;Saint-Illiers-le-Bois à 3,6 km;La Villeneuve-en-Chevrie à 2,4 km;Bréval à 5 km;Chaufour-lès-Bonnières à 3,1 km;Villegats à 3,8 km;Cravent à 2,5 km;Villiers-en-Dés½uvre à 5,2 km;Bonnières-sur-Seine à 4,8 km;5,3%;85,4%;9,3%;Not found!;5,1%;0,4%;3,3%;6,7%;20,4%;69,2%;4026;Lommoye;78270;-4,74%;643;69;Not found!;0,4%
28;https://www.villesavivre.fr/marly-le-roi-78372;18,9%;14,5%;18,7%;21,3%;15,8%;9,4%;1,5%;9,9%;4,7%;13,7%;15,2%;14%;16,5%;25,9%;97%;6,42%;30900;17,7%;3759;-3,64%;5895;-3,38%;503;658;1305;643;58;35;14;8;4;Le Port-Marly (2,1 km);5;7;6;1;1;Saint-Germain-en-Laye (3,7 km);2;1;1;2;Louveciennes (1,6 km);37;6;1;1;25,1;1;Le Port-Marly à 2,2 km;Croissy-sur-Seine à 3,6 km;Bougival à 3,4 km;Noisy-le-Roi à 3,4 km;Louveciennes à 1,7 km;Mareil-Marly à 2 km;L'Étang-la-Ville à 2,3 km;Bailly à 3,2 km;La Celle-Saint-Cloud à 3,7 km;Le Pecq à 3,3 km;7,9%;91%;1,1%;Not found!;27,3%;5%;11,5%;30,3%;24,2%;28,9%;6224;Marly-le-Roi;78160;2,38%;16 531;2528;20,4%;Not found!
29;https://www.villesavivre.fr/jagny-sous-bois-95316;20,5%;12%;20,2%;23,3%;15,5%;7%;1,6%;17,2%;5,4%;26,3%;18,8%;14%;11,8%;6,5%;100%;7,62%;30860;30,8%;Not found!;Not found!;Not found!;Not found!;492;1041;896;668;97;Fontenay-en-Parisis (3,2 km);Fontenay-en-Parisis (3,2 km);Fontenay-en-Parisis (3,2 km);Luzarches (3,7 km);Gonesse (9,6 km);Bellefontaine (2,2 km);Mareil-en-France (1,9 km);Mareil-en-France (1,9 km);Luzarches (3,4 km);Luzarches (3,3 km);Saint-Witz (6,2 km);Luzarches (2,7 km);Luzarches (3,7 km);Épinay-Champlâtreux (2,1 km);Luzarches (3,7 km);Chaumontel (4,5 km);Bellefontaine (2,3 km);Fontenay-en-Parisis (3,2 km);Goussainville (5,8 km);Fontenay-en-Parisis (3,1 km);11;Luzarches (4,4 km);Villiers-le-Sec à 4,2 km;Fontenay-en-Parisis à 3,5 km;Luzarches à 3,8 km;Puiseux-en-France à 3,7 km;Épinay-Champlâtreux à 2,9 km;Le Plessis-Luzarches à 1,9 km;Châtenay-en-France à 2,3 km;Mareil-en-France à 2,3 km;Lassy à 1,6 km;Bellefontaine à 2,3 km;7,3%;84,8%;8%;Not found!;11,3%;1%;6,9%;10,8%;19,5%;61,7%;5620;Jagny-sous-Bois;95850;5,43%;272;65;Not found!;5,7%
30;https://www.villesavivre.fr/dammartin-en-serve-78192;25,3%;15,3%;22,2%;20,7%;12,7%;3,2%;0,6%;13,5%;4,6%;28,9%;18,1%;15,2%;10,7%;9%;96,64%;7,33%;24850;19,4%;Not found!;Not found!;2787;-9,78%;501;595;511;384;56;Septeuil (4,8 km);Longnes (2,5 km);Longnes (2,7 km);1;Mantes-la-Jolie (10,6 km);1;1;1;Bréval (6,9 km);Magnanville (7,8 km);Buchelay (9,2 km);Septeuil (5 km);Longnes (2,8 km);Longnes (2,4 km);Septeuil (5 km);Magnanville (9,3 km);3;3;Mantes-la-Jolie (11 km);1;58,2;Bréval (6,7 km);Longnes à 3,1 km;Flacourt à 2,9 km;Mulcent à 4,4 km;Boinvilliers à 3,5 km;Le Tertre-Saint-Denis à 3,6 km;Favrieux à 4,1 km;Montchauvet à 2,2 km;Mondreville à 4,6 km;Courgent à 3,5 km;Flins-Neuve-Église à 3,7 km;5,8%;90,9%;3,3%;Not found!;18,1%;1,2%;4,2%;10,4%;27,7%;56,6%;4026;Dammartin-en-Serve;78111;17,54%;1 394;100;Not found!;9,5%
31;https://www.villesavivre.fr/verneuil-sur-seine-78642;20,7%;16,9%;19,4%;22,1%;13,7%;6,1%;1%;13,7%;5,3%;17,5%;17%;14,9%;12,8%;18,8%;95,82%;7,85%;27670;24,7%;3132;+8,22%;4050;-5,86%;505;712;815;748;76;10;8;11;3;Meulan-en-Yvelines (4,2 km);3;7;4;2;1;Les Mureaux (3,8 km);2;3;2;1;Les Mureaux (3,8 km);26;6;1;1;34,6;2;Menucourt à 4,6 km;Meulan-en-Yvelines à 4,2 km;Évecquemont à 3,7 km;Les Mureaux à 3,6 km;Vaux-sur-Seine à 2,6 km;Triel-sur-Seine à 3,5 km;Vernouillet à 2,6 km;Boisemont à 4,7 km;Chapet à 2,7 km;Médan à 4 km;4,1%;94,9%;1%;Not found!;41,7%;5%;10,1%;24,3%;24,2%;36,5%;5197;Verneuil-sur-Seine;78480;2,84%;15 914;1688;40,2%;Not found!
32;https://www.villesavivre.fr/magnanville-78354;20,2%;15,8%;17%;18,7%;16,4%;9,9%;2,1%;25,7%;5,4%;27,5%;15,6%;11,3%;8%;6,6%;98%;10,17%;24070;17,3%;3396;+28,64%;2703;-3,88%;328;502;632;813;68;3;Buchelay (1,2 km);3;1;Mantes-la-Jolie (3,3 km);Mantes-la-Ville (2,2 km);3;3;1;1;Buchelay (1,4 km);Mantes-la-Ville (1,2 km);2;Buchelay (1,4 km);1;1;6;2;Mantes-la-Jolie (2,9 km);1;54,7;Mantes-la-Jolie (2,7 km);Breuil-Bois-Robert à 3,5 km;Jouy-Mauvoisin à 2,9 km;Buchelay à 1,9 km;Soindres à 2 km;Mantes-la-Ville à 2,1 km;Auffreville-Brasseuil à 2,1 km;Fontenay-Mauvoisin à 2,9 km;Favrieux à 4,1 km;Vert à 3,1 km;Mantes-la-Jolie à 3,4 km;3,3%;96,4%;0,3%;Not found!;27,7%;3,1%;6,4%;10%;26,8%;53,6%;4746;Magnanville;78200;3,5%;6 155;1445;Not found!;23,6%
33;https://www.villesavivre.fr/magny-en-vexin-95355;20,4%;18,1%;19,1%;20,2%;15,2%;5,9%;1,1%;25%;5,6%;26,7%;18,7%;10,3%;7,5%;6,3%;99,63%;10,37%;23080;13%;2894;-1,23%;2746;-4,88%;569;1162;612;339;63;8;2;11;2;1;1;3;4;2;Gisors (14,3 km);Trie-Château (14,4 km);3;1;2;1;Bray-et-Lû (11,4 km);27;3;Gisors (13,6 km);1;39,6;Chars (9,2 km);Saint-Gervais à 3,6 km;Hadancourt-le-Haut-Clocher à 4,5 km;Nucourt à 3,3 km;Banthelu à 3,7 km;Cléry-en-Vexin à 4,2 km;Charmont à 2,8 km;Serans à 3,8 km;Hodent à 4 km;Le Bellay-en-Vexin à 5 km;Montagny-en-Vexin à 4,1 km;8,1%;90%;2%;Not found!;48,3%;8,2%;13,4%;18,7%;23,1%;36,6%;4303;Magny-en-Vexin;95420;4,19%;5 788;413;Not found!;42,5%
34;https://www.villesavivre.fr/chatenay-malabry-92019;18,7%;21,6%;20,4%;19,1%;12,8%;6,2%;1,2%;16,6%;5,3%;15,1%;14,9%;11,1%;12,7%;24,2%;90,56%;8,52%;26050;26,3%;5214;-3,01%;6421;-8,23%;557;767;1234;693;55;14;13;28;9;Clamart (2,5 km);10;8;8;4;3;Vélizy-Villacoublay (3,6 km);8;7;Sceaux (1,4 km);2;2;48;13;1;2;8,5;Sceaux (1,9 km);Bièvres à 4,4 km;Fontenay-aux-Roses à 2,9 km;Clamart à 3,2 km;Châtillon à 4,3 km;Antony à 3,3 km;Sceaux à 2,6 km;Le Plessis-Robinson à 1,4 km;Bourg-la-Reine à 4,2 km;Verrières-le-Buisson à 2,1 km;Igny à 4,5 km;6,4%;92,3%;1,3%;44%;Not found!;7,9%;21,6%;31,6%;23,1%;15,8%;5520;Châtenay-Malabry;92290;5,7%;34 898;5470;11,1%;Not found!
35;https://www.villesavivre.fr/epone-78217;19,4%;16,7%;18,5%;20,4%;17,3%;7%;0,6%;21,8%;4,6%;25,3%;15,8%;13,8%;9,5%;9,2%;94,07%;6,84%;26100;16%;3091;-5,62%;3253;-5,57%;328;502;632;813;68;1;2;4;1;Aubergenville (2,5 km);1;3;2;1;Aubergenville (3,1 km);Flins-sur-Seine (4,2 km);2;1;2;1;4;14;4;Aubergenville (3,3 km);1;45,3;1;Nézel à 2 km;Maule à 4,9 km;Aulnay-sur-Mauldre à 3 km;La Falaise à 1,5 km;Aubergenville à 3,1 km;Issou à 4,7 km;Mézières-sur-Seine à 2,3 km;Bazemont à 4,8 km;Goussonville à 4,4 km;Porcheville à 4,5 km;5,6%;86,3%;8%;Not found!;29,8%;4,1%;7,9%;18,3%;25%;44,8%;4746;Épône;78680;1,2%;6 585;516;Not found!;28,4%
36;https://www.villesavivre.fr/herouville-en-vexin-95308;15,9%;17,5%;19,2%;24,5%;17,7%;4,8%;0,5%;12,6%;4,2%;25,1%;20,4%;17,1%;8,4%;12,2%;98,56%;5,29%;30410;5,7%;Not found!;Not found!;2396;-32,22%;569;1162;612;339;63;Ennery (3,6 km);Auvers-sur-Oise (4 km);1;Ennery (3,7 km);Pontoise (5 km);Ennery (3,2 km);1;1;Auvers-sur-Oise (4 km);Osny (5,2 km);Osny (4,7 km);Nesles-la-Vallée (4,2 km);Ennery (3,7 km);Osny (4,8 km);Nesles-la-Vallée (4,1 km);Ennery (4,9 km);2;Ennery (3,5 km);Méry-sur-Oise (5,9 km);Ennery (3,3 km);28,2;Auvers-sur-Oise (4,1 km);Labbeville à 3,3 km;Épiais-Rhus à 4,5 km;Ennery à 3,3 km;Génicourt à 5 km;Valmondois à 3,9 km;Vallangoujard à 3,7 km;Nesles-la-Vallée à 4,1 km;Livilliers à 2,5 km;Auvers-sur-Oise à 3,3 km;Butry-sur-Oise à 5,2 km;7,8%;90,9%;1,2%;Not found!;14,2%;5,6%;5,5%;9,2%;14,9%;64,8%;4303;Hérouville-en-Vexin;95300;-7,43%;573;68;Not found!;16,3%
37;https://www.villesavivre.fr/bazainville-78048;21,2%;13,6%;19,6%;24,1%;16,7%;4,1%;0,7%;10,5%;3,9%;21,5%;17,9%;16,3%;13,7%;16,3%;91,13%;5,68%;30910;15%;Not found!;Not found!;3011;-1,08%;501;595;511;384;56;Gambais (3,9 km);Gambais (3 km);Orgerus (3,5 km);Gambais (3,8 km);Rambouillet (20,8 km);1;1;1;Houdan (4,6 km);La Queue-les-Yvelines (8,6 km);Maulette (3,4 km);Orgerus (4,4 km);1;Maulette (3 km);Houdan (4,9 km);Houdan (5 km);1;Richebourg (2,8 km);Beynes (16,3 km);1;51,7;Tacoignières (2,5 km);Orvilliers à 5,6 km;Houdan à 5,3 km;Orgerus à 4 km;Maulette à 4,6 km;Millemont à 4,3 km;Gambais à 3,1 km;Gressey à 5,5 km;Tacoignières à 2,9 km;Richebourg à 3,1 km;Béhoust à 5,1 km;6,1%;90,6%;3,3%;Not found!;9,6%;0,9%;4,2%;9,1%;13,9%;71,9%;4026;Bazainville;78550;0,9%;1 456;121;Not found!;5,2%
38;https://www.villesavivre.fr/saint-cloud-92064;19,3%;17,1%;20,2%;20,5%;13,4%;7,7%;1,8%;9,4%;3,7%;7,6%;12,2%;10%;15,2%;41,9%;91,35%;6,18%;38450;17,7%;6801;-6,86%;10653;-2,11%;635;995;1181;442;60;21;22;17;8;1;14;11;10;3;4;1;4;7;3;1;5;94;12;1;1;17,1;2;Rueil-Malmaison à 3,7 km;Ville-d'Avray à 3,3 km;Marnes-la-Coquette à 3,4 km;Paris 16e Arrondissement à 4,4 km;Suresnes à 3,2 km;Chaville à 4,1 km;Sèvres à 2,4 km;Vaucresson à 3,5 km;Garches à 1,6 km;Boulogne-Billancourt à 2,3 km;6,9%;89,5%;3,6%;Not found!;43,3%;11,4%;16,4%;27,1%;21%;24%;5141;Saint-Cloud;92210;-1,54%;29 727;3932;13,8%;Not found!
39;https://www.villesavivre.fr/neauphlette-78444;18,6%;16,5%;19,1%;27%;14,2%;4,2%;0,4%;15,2%;4,9%;30,6%;17,9%;17,2%;7,3%;6,9%;97,44%;6,37%;27210;13,3%;Not found!;Not found!;2519;+2,11%;501;595;511;384;56;Bréval (1,1 km);Bréval (1,1 km);Bréval (1,1 km);Bréval (1,3 km);Mantes-la-Jolie (12 km);Favrieux (6,5 km);Bréval (1,5 km);Bréval (1,4 km);Bréval (0,9 km);Magnanville (10,9 km);Anet (10,2 km);Bréval (1,8 km);Longnes (3,4 km);Bréval (1,8 km);Bréval (1,2 km);La Chaussée-d'Ivry (7,8 km);Bréval (0,8 km);Bréval (1,4 km);Anet (11,5 km);Bréval (1,1 km);57,1;Bréval (0,9 km);Longnes à 3,1 km;Le Tertre-Saint-Denis à 4,8 km;Saint-Illiers-la-Ville à 4,7 km;Gilles à 3,4 km;Guainville à 4,6 km;Mondreville à 3,7 km;Ménerville à 4,6 km;Bréval à 2,2 km;Saint-Illiers-le-Bois à 4 km;Boissy-Mauvoisin à 4,5 km;2,1%;92,5%;5,4%;Not found!;4,7%;0%;1,6%;3,7%;18,9%;75,8%;4026;Neauphlette;78980;2,03%;856;88;Not found!;0,6%
40;https://www.villesavivre.fr/les-loges-en-josas-78343;22,8%;15%;15,8%;24,1%;14,8%;7,4%;0,1%;8,2%;3,8%;12,2%;12,4%;13,5%;13,9%;36,1%;98,28%;5,71%;40080;18,4%;Not found!;Not found!;5416;+8,32%;566;726;1363;629;76;Buc (1,7 km);Jouy-en-Josas (1,6 km);Buc (1,6 km);Buc (1,6 km);Versailles (3,6 km);1;1;1;Buc (1,5 km);Jouy-en-Josas (1,1 km);Vélizy-Villacoublay (6,4 km);Buc (1,6 km);2;Buc (1 km);Jouy-en-Josas (1,9 km);Buc (1,3 km);Jouy-en-Josas (0,8 km);2;Versailles (4,7 km);1;16,7;Jouy-en-Josas (1,2 km);Versailles à 4,7 km;Châteaufort à 4,1 km;Buc à 1,6 km;Toussus-le-Noble à 2,3 km;Villiers-le-Bâcle à 3,9 km;Jouy-en-Josas à 1,8 km;Saclay à 3,5 km;Bièvres à 5 km;Vélizy-Villacoublay à 4,9 km;Guyancourt à 4,8 km;6,3%;93%;0,8%;Not found!;24,2%;1,3%;7,2%;15,1%;17,6%;58,7%;6187;Les Loges-en-Josas;78350;5,04%;1 646;664;Not found!;18,9%
41;https://www.villesavivre.fr/louveciennes-78350;20,5%;13,7%;15,9%;20,4%;15,6%;11,2%;2,6%;10,2%;3,2%;8,4%;14,9%;11,4%;15,7%;36,2%;98,25%;7,73%;35270;16,4%;4270;-3,68%;6152;-6,52%;503;658;1305;643;58;3;3;3;2;Le Port-Marly (2,3 km);4;4;4;Marly-le-Roi (1,5 km);Marly-le-Roi (1,3 km);Le Chesnay-Rocquencourt (3,6 km);2;6;1;1;1;16;7;Marly-le-Roi (1,9 km);1;23,4;1;Bougival à 1,8 km;Le Chesnay-Rocquencourt à 3,4 km;La Celle-Saint-Cloud à 2,1 km;Vaucresson à 3,9 km;Le Pecq à 3,9 km;Marly-le-Roi à 1,7 km;Mareil-Marly à 3,6 km;Le Port-Marly à 2,4 km;Bailly à 3,5 km;Croissy-sur-Seine à 2,7 km;14,3%;81,2%;4,5%;Not found!;31,8%;6,8%;8,8%;18,6%;20,1%;45,7%;6224;Louveciennes;78430;5,87%;7 563;1408;29,2%;Not found!
42;https://www.villesavivre.fr/bourdonne-78096;14,5%;13,7%;16,1%;24%;22,6%;7,9%;1,2%;16,3%;4,2%;17,7%;19,1%;12,4%;15,8%;14,5%;94,46%;4,43%;31450;18,6%;Not found!;Not found!;2658;+3,67%;501;595;511;384;56;Condé-sur-Vesgre (1,6 km);Gambais (4,4 km);Condé-sur-Vesgre (1,7 km);Gambais (2,6 km);Rambouillet (17,1 km);Bazainville (6,5 km);1;Condé-sur-Vesgre (1,5 km);Houdan (5,2 km);La Queue-les-Yvelines (11 km);Maulette (4,4 km);Maulette (5,1 km);Condé-sur-Vesgre (1,4 km);Maulette (4,4 km);Houdan (5,6 km);Houdan (5,8 km);3;Condé-sur-Vesgre (1,5 km);Épernon (16,7 km);Gambais (3,2 km);52;Houdan (5,9 km);Adainville à 3,9 km;Gambaiseuil à 5,3 km;Bazainville à 5,9 km;Maulette à 4,2 km;Dannemarie à 3,5 km;Grandchamp à 4,8 km;Houdan à 6,4 km;La Hauteville à 5,9 km;Gambais à 3,3 km;Condé-sur-Vesgre à 2,9 km;7,6%;75,2%;17,2%;Not found!;9,7%;1,7%;3,5%;10%;12,8%;72%;4026;Bourdonné;78113;1,41%;504;47;Not found!;4,8%
43;https://www.villesavivre.fr/rambouillet-78517;18,1%;17,3%;19,4%;19,9%;15,3%;8,5%;1,4%;17,7%;5%;16,8%;15,2%;12,9%;13,6%;18,8%;93,76%;6,86%;27450;16,4%;3938;-3,95%;3987;-2,38%;360;396;950;507;69;24;23;14;8;1;8;10;9;5;2;2;5;13;3;1;7;79;15;1;1;40;1;Sonchamp à 7,9 km;Les Bréviaires à 7,6 km;Saint-Hilarion à 8 km;Gazeran à 4,2 km;Le Perray-en-Yvelines à 4,9 km;Clairefontaine-en-Yvelines à 7,2 km;Vieille-Église-en-Yvelines à 4 km;Orcemont à 6,4 km;Poigny-la-Forêt à 6,3 km;Auffargis à 6,6 km;6,6%;90,9%;2,5%;Not found!;45,9%;12%;17,8%;22,7%;19%;28,6%;6036;Rambouillet;78120;2,34%;26 816;762;35,8%;Not found!
