;url;Population 0-14 ans;Population 15-29 ans;Population 30-44 ans;Population 45-59 ans;Population 60-74 ans;Population 75-89 ans;Population 90 ans et +;Sans diplôme;Brevet des collèges;CAP / BEP;Baccalauréat, brevet professionnel;Bac +2 à Bac +4;Bac +3 ou Bac +4;Bac +5 et plus;Couverture en très haut débit;Taux de chômage;Revenu médian;Taux de création d'entreprises;Prix médian au m2 d'un appartement;Evolution du prix médian au m2 d'un appartement;Prix médian au m2 d'une maison;Evolution du prix médian au m2 d'une maison;Cambriolages;Vols automobiles;Vols de particulier;Violences physiques;Violences sexuelles;Médecin;Dentiste;Infirmier;Pharmacie;Urgences;Crèche;Ecole maternelle;Ecole élementaire;Collège;Lycée;Hypermarché;Supermarché;Epicerie;Station service;Bureau de Poste;Hôtel;Restaurant;Boulangerie;Cinéma;Bibliothèque;Aeroport;Gare SNCF;Voisin 0;Voisin 1;Voisin 2;Voisin 3;Voisin 4;Voisin 5;Voisin 6;Voisin 7;Voisin 8;Voisin 9;Logements vacants;Résidences principales;Résidences secondaires;Propriétaires;Locataires;1 pièce;2 pièces;3 pièces;4 pièces;5 pièces et plus;Crimes et délits;Nom;Code postal;Evolution du nombre d'habitants;Habitants;Densité;Part de maisons;Part d'appartements
380;https://www.villesavivre.fr/dannemarie-78194;8,7%;7,7%;16,9%;29,7%;26,2%;10,3%;0,5%;13,1%;7,8%;21,4%;19%;11,3%;14,5%;12,8%;83,72%;4,69%;30400;25%;Not found!;Not found!;Not found!;Not found!;501;595;511;384;56;Goussainville (2,8 km);Houdan (2,8 km);Houdan (2,9 km);Houdan (2,8 km);Dreux (17,7 km);Bazainville (6,6 km);Houdan (2,6 km);Houdan (2,6 km);Houdan (2,9 km);La Queue-les-Yvelines (13,6 km);Maulette (3,3 km);Maulette (2,6 km);Houdan (2,9 km);Maulette (2,5 km);Houdan (3,2 km);Houdan (3,3 km);Maulette (2,1 km);Houdan (2,8 km);Anet (16,2 km);Boutigny-Prouais (2,7 km);55,4;Houdan (3,6 km);Grandchamp à 5 km;Condé-sur-Vesgre à 5,9 km;Boutigny-Prouais à 4,3 km;Houdan à 3,9 km;Bourdonné à 3,5 km;Havelu à 6 km;Goussainville à 3,9 km;Maulette à 2,2 km;Gambais à 5,3 km;Broué à 6,3 km;5,7%;87,6%;6,7%;Not found!;15,9%;2,2%;2,2%;3,3%;15,2%;77,2%;4026;Dannemarie;78550;12,06%;223;65;Not found!;9,5%
381;https://www.villesavivre.fr/le-tertre-saint-denis-78608;22,4%;16%;22,4%;25,6%;11,2%;0,8%;1,6%;8,8%;7,7%;33%;19,8%;15,4%;9,9%;5,5%;98,73%;6,67%;27050;20%;Not found!;Not found!;Not found!;Not found!;501;595;511;384;56;Bréval (5,4 km);Longnes (3 km);Longnes (2,7 km);Dammartin-en-Serve (4,5 km);Mantes-la-Jolie (8 km);Favrieux (1,7 km);Longnes (2,9 km);Longnes (2,9 km);Bréval (5,2 km);Magnanville (6,2 km);Buchelay (7,1 km);Bréval (6,2 km);Longnes (2,9 km);Longnes (2,5 km);Bréval (5,4 km);Magnanville (7,5 km);Longnes (2,9 km);Longnes (3 km);Mantes-la-Jolie (8,4 km);Longnes (3 km);58,7;Bréval (4,8 km);Longnes à 3 km;Ménerville à 1,7 km;Boinvilliers à 4,8 km;Perdreauville à 3,1 km;Jouy-Mauvoisin à 4,5 km;Fontenay-Mauvoisin à 3,5 km;Favrieux à 2,6 km;Boissy-Mauvoisin à 3,2 km;Flacourt à 2,8 km;Dammartin-en-Serve à 3,6 km;5,4%;80,2%;14,4%;Not found!;18,6%;2,2%;0%;8,7%;15,2%;73,9%;4026;Le Tertre-Saint-Denis;78980;-2,42%;121;42;Not found!;1,7%
382;https://www.villesavivre.fr/malakoff-92046;17,4%;20,9%;21,7%;20,2%;13,1%;5,9%;0,7%;19,1%;4,6%;16%;15,6%;10,4%;12,9%;21,5%;87,83%;9,73%;25040;20,2%;6828;-5,11%;8136;-7,3%;421;752;2112;689;77;13;9;11;12;Paris 14e Arrondissement (1,9 km);8;9;8;3;Vanves (1,1 km);1;5;19;3;1;6;157;22;1;1;11,2;Vanves (0,4 km);Paris 15e Arrondissement à 2,6 km;Fontenay-aux-Roses à 3,1 km;Vanves à 0,8 km;Châtillon à 1,5 km;Issy-les-Moulineaux à 2,4 km;Bagneux à 2,3 km;Paris 14e Arrondissement à 2,6 km;Montrouge à 1,6 km;Arcueil à 3,1 km;Gentilly à 3,6 km;4,9%;91,6%;3,6%;29,4%;Not found!;12,9%;29,7%;30,3%;16,5%;10,6%;6224;Malakoff;92240;1,06%;30 292;14634;13,7%;Not found!
383;https://www.villesavivre.fr/auffargis-78030;17,7%;13,7%;15,9%;23,7%;20,4%;8,3%;0,3%;8,9%;4,5%;19%;17,9%;13,2%;16%;20,6%;86,06%;4,42%;32040;11,1%;Not found!;Not found!;3753;+17,13%;467;474;643;315;67;Le Perray-en-Yvelines (3,5 km);1;2;1;Rambouillet (6,6 km);Les Essarts-le-Roi (4 km);1;1;Les Essarts-le-Roi (4,1 km);Rambouillet (6,7 km);Rambouillet (5,4 km);Les Essarts-le-Roi (3,9 km);2;Les Essarts-le-Roi (3,8 km);Le Perray-en-Yvelines (3,7 km);Cernay-la-Ville (5,1 km);1;2;Rambouillet (7,3 km);1;33,9;Le Perray-en-Yvelines (3,6 km);Vieille-Église-en-Yvelines à 2,6 km;Le Perray-en-Yvelines à 4,6 km;Lévis-Saint-Nom à 5,3 km;Cernay-la-Ville à 4,6 km;Les Essarts-le-Roi à 3,6 km;Senlisse à 5,1 km;Coignières à 7,4 km;La Celle-les-Bordes à 5,6 km;Dampierre-en-Yvelines à 5,6 km;Rambouillet à 6,6 km;4,8%;92,4%;2,8%;Not found!;16,3%;3,9%;5,8%;8,7%;14,4%;67,3%;3925;Auffargis;78610;-0,8%;1 974;115;Not found!;12,5%
384;https://www.villesavivre.fr/brueil-en-vexin-78113;19,7%;17,9%;19,2%;24%;15,2%;3,5%;0,4%;11,2%;4,7%;25,1%;22,4%;16,3%;10,2%;10%;99,09%;5,85%;29580;17,3%;Not found!;Not found!;2811;-5,07%;501;595;511;384;56;Oinville-sur-Montcient (3 km);Oinville-sur-Montcient (3 km);Oinville-sur-Montcient (3 km);Oinville-sur-Montcient (2,5 km);Meulan-en-Yvelines (7,7 km);Oinville-sur-Montcient (2,4 km);1;1;Gargenville (4,1 km);Limay (6,3 km);Limay (5,8 km);Gargenville (4,3 km);Fontenay-Saint-Père (3,5 km);Gargenville (4,3 km);Gargenville (4,1 km);Seraincourt (5,2 km);Sailly (1,6 km);Oinville-sur-Montcient (3 km);Les Mureaux (8 km);1;46,1;Juziers (4,5 km);Jambville à 3,6 km;Gargenville à 3,7 km;Montalet-le-Bois à 2,8 km;Drocourt à 4,4 km;Lainville-en-Vexin à 4,1 km;Oinville-sur-Montcient à 2,5 km;Guitrancourt à 3,2 km;Fontenay-Saint-Père à 4,3 km;Juziers à 3,5 km;Sailly à 2,3 km;8%;85,7%;6,3%;Not found!;14,8%;1,2%;2,4%;10,2%;18,3%;68%;4026;Brueil-en-Vexin;78440;-1,44%;683;93;Not found!;8%
385;https://www.villesavivre.fr/autouillet-78036;18,7%;15,7%;19,8%;24%;16,5%;4,7%;0,6%;9,5%;3,8%;19,9%;12,1%;18%;17,3%;19,2%;94,65%;4,68%;31960;12,5%;Not found!;Not found!;3583;-15,38%;501;595;511;384;56;Thoiry (2,5 km);Thoiry (3,1 km);Thoiry (2,4 km);Thoiry (2,5 km);Aubergenville (13 km);Thoiry (2,4 km);Auteuil (1,6 km);1;Orgerus (6,9 km);La Queue-les-Yvelines (4,7 km);Plaisir (12,1 km);Thoiry (2,4 km);Garancières (4 km);Thoiry (2,4 km);Thoiry (2,4 km);Thoiry (2,4 km);Auteuil (1,6 km);Thoiry (2,4 km);Beynes (5,9 km);Auteuil (1,6 km);43,4;Garancières (4,4 km);Boissy-sans-Avoir à 2,5 km;Auteuil à 1,7 km;Goupillières à 4,6 km;Saulx-Marchais à 2,9 km;Flexanville à 4,2 km;Vicq à 3,4 km;Marcq à 3 km;Garancières à 3,6 km;Villiers-le-Mahieu à 2 km;Thoiry à 3,2 km;4,7%;86,2%;9,1%;Not found!;6,9%;0,9%;3,2%;3,7%;18,8%;73,5%;4026;Autouillet;78770;34,46%;636;129;Not found!;2,8%
386;https://www.villesavivre.fr/soisy-sous-montmorency-95598;20,6%;17,2%;19%;19,8%;14,4%;7,5%;1,4%;21,2%;6%;19,5%;17,4%;11,3%;10,8%;13,8%;95,09%;8,63%;25410;24,7%;3484;-4,63%;4354;-7,1%;484;979;1069;759;51;13;6;17;6;Eaubonne (2,6 km);3;7;8;2;Eaubonne (1,2 km);1;2;7;3;1;Eaubonne (1,4 km);32;7;Montmorency (1,3 km);2;10,5;1;Deuil-la-Barre à 2,6 km;Groslay à 3,6 km;Eaubonne à 1,7 km;Montlignon à 3 km;Ermont à 3,2 km;Enghien-les-Bains à 2,1 km;Saint-Gratien à 2,4 km;Andilly à 2,2 km;Montmorency à 1,5 km;Margency à 1,7 km;5,7%;93,2%;1,1%;Not found!;42,5%;7,1%;13%;24,8%;23,4%;31,7%;5934;Soisy-sous-Montmorency;95230;-0,21%;18 008;4525;40,2%;Not found!
387;https://www.villesavivre.fr/chevreuse-78160;17,1%;17%;17%;23,2%;16,1%;8,3%;1,3%;12,8%;4,4%;14,7%;14,2%;14,2%;14,2%;25,5%;91,35%;6,36%;31910;17,5%;3435;+39,01%;4034;-7,88%;467;474;643;315;67;6;4;1;1;Trappes (8,6 km);2;2;2;1;Gif-sur-Yvette (4,5 km);Gif-sur-Yvette (5 km);1;3;Saint-Rémy-lès-Chevreuse (3,6 km);1;Milon-la-Chapelle (2,2 km);15;3;Montigny-le-Bretonneux (7 km);1;23,8;Saint-Rémy-lès-Chevreuse (2,6 km);Boullay-les-Troux à 3,6 km;Les Molières à 4,7 km;Saint-Rémy-lès-Chevreuse à 3,1 km;Senlisse à 5,4 km;Saint-Lambert à 3,7 km;Choisel à 4 km;Dampierre-en-Yvelines à 4,7 km;Saint-Forget à 3 km;Magny-les-Hameaux à 3,9 km;Milon-la-Chapelle à 2,5 km;8,3%;87,6%;4%;Not found!;32,4%;4,7%;15%;17,1%;13,8%;49,4%;3925;Chevreuse;78460;-2,55%;5 536;413;Not found!;42,5%
388;https://www.villesavivre.fr/haravilliers-95298;21,1%;16,9%;18,8%;23,5%;16,2%;2,9%;0,5%;11,8%;6,5%;24,2%;24,4%;11,9%;11,9%;9,3%;99,61%;7,07%;30570;16,3%;Not found!;Not found!;Not found!;Not found!;569;1162;612;339;63;Marines (4,4 km);Marines (5,1 km);Épiais-Rhus (4,6 km);Marines (5,4 km);Osny (11,6 km);1;1;1;Marines (4,8 km);Méru (10,4 km);Méru (9 km);Marines (5,6 km);Marines (5,1 km);Marines (5,5 km);Marines (5,3 km);Neuville-Bosc (4,3 km);Neuilly-en-Vexin (4,3 km);Hénonville (3,5 km);Méru (9,7 km);Neuville-Bosc (2,6 km);31,6;Chars (7,4 km);Marines à 4,9 km;Hénonville à 4,1 km;Le Heaulme à 2,8 km;Bréançon à 3 km;Chavençon à 3,5 km;Theuville à 3,1 km;Grisy-les-Plâtres à 4,7 km;Neuville-Bosc à 3,5 km;Neuilly-en-Vexin à 4,2 km;Berville à 3,1 km;6,8%;85,9%;7,3%;Not found!;12,6%;0,5%;3%;8%;15,9%;72,6%;4303;Haravilliers;95640;5,48%;577;53;Not found!;0,9%
389;https://www.villesavivre.fr/neauphle-le-chateau-78442;20,3%;17,9%;22,4%;18,5%;14,3%;6,1%;0,5%;10,2%;3,9%;17,2%;16,5%;15,9%;14,5%;21,8%;96,58%;5,43%;31900;14,4%;3702;+0,95%;3899;-3,03%;392;662;688;329;55;8;3;3;1;Trappes (7,4 km);1;1;1;Jouars-Pontchartrain (1,4 km);Villiers-Saint-Frédéric (2,5 km);Plaisir (4,4 km);Jouars-Pontchartrain (1,2 km);1;Jouars-Pontchartrain (1,1 km);1;1;7;2;Beynes (5,3 km);1;34,8;Villiers-Saint-Frédéric (2 km);Le Tremblay-sur-Mauldre à 3,8 km;Thiverval-Grignon à 4,1 km;Villiers-Saint-Frédéric à 1,9 km;Jouars-Pontchartrain à 2,4 km;Beynes à 5,4 km;Saint-Germain-de-la-Grange à 2,3 km;Neauphle-le-Vieux à 3,4 km;Maurepas à 4,9 km;Mareil-le-Guyon à 4,6 km;Plaisir à 3,1 km;6,3%;90,7%;3%;Not found!;28,8%;6,7%;14,2%;19,4%;18,7%;41%;3860;Neauphle-le-Château;78640;1,43%;3 340;1553;Not found!;43,1%
390;https://www.villesavivre.fr/chanteloup-les-vignes-78138;26,2%;19,5%;20,8%;17,3%;12%;3,6%;0,6%;31,6%;5,5%;21,4%;17,8%;9,7%;7,2%;6,7%;91,38%;14,21%;19240;25,7%;2721;+11,79%;2999;-15,35%;505;712;815;748;76;4;3;4;2;Poissy (6,4 km);3;6;6;2;Achères (3,1 km);Carrières-sous-Poissy (2,4 km);1;3;Andrésy (0,8 km);1;1;27;4;Achères (3,1 km);1;29,4;1;Médan à 4,1 km;Triel-sur-Seine à 1,8 km;Andrésy à 1,4 km;Jouy-le-Moutier à 3,9 km;Maurecourt à 3 km;Achères à 4,1 km;Vernouillet à 4,4 km;Villennes-sur-Seine à 5,1 km;Neuville-sur-Oise à 5,1 km;Carrières-sous-Poissy à 3,4 km;5,3%;94,1%;0,6%;42,2%;Not found!;2,9%;10,7%;21,2%;34,2%;31%;5197;Chanteloup-les-Vignes;78570;3,35%;10 735;3224;39,9%;Not found!
391;https://www.villesavivre.fr/adainville-78006;11,3%;12,7%;12,7%;26,9%;25,4%;10,2%;0,8%;14,1%;6,6%;23,5%;17,9%;13,6%;10%;14,3%;97,84%;5,8%;28930;6,8%;Not found!;Not found!;3382;+107,61%;501;595;511;384;56;Condé-sur-Vesgre (2,3 km);Gambais (7,5 km);Condé-sur-Vesgre (2,1 km);Gambais (5,9 km);Rambouillet (14,3 km);La Boissière-École (4,4 km);La Hauteville (3,7 km);1;Houdan (8,7 km);La Queue-les-Yvelines (12,8 km);Maulette (8,2 km);Saint-Léger-en-Yvelines (7,7 km);Condé-sur-Vesgre (2,4 km);Maulette (8,2 km);Houdan (9,1 km);Saint-Léger-en-Yvelines (7,6 km);La Boissière-École (1,6 km);Condé-sur-Vesgre (2,4 km);Épernon (12,9 km);La Boissière-École (4,5 km);51,3;Houdan (9,5 km);Gambais à 6,7 km;Gambaiseuil à 6,1 km;Dannemarie à 6,3 km;Grandchamp à 3,5 km;Condé-sur-Vesgre à 1,6 km;Mittainville à 6,7 km;Le Tartre-Gaudran à 5,1 km;La Boissière-École à 3,4 km;La Hauteville à 3,1 km;Bourdonné à 3,9 km;9,1%;68,3%;22,7%;Not found!;4,3%;1,1%;1,4%;7,5%;17,2%;72,8%;4026;Adainville;78113;-15,56%;646;64;Not found!;0,5%
392;https://www.villesavivre.fr/cravent-78188;20%;18,7%;18%;24,6%;15,3%;2,5%;0,9%;12,5%;3,2%;31,5%;18,3%;12,2%;11,1%;11,1%;94,64%;9,63%;25930;14,3%;Not found!;Not found!;2282;-5,47%;501;595;511;384;56;Bréval (6,1 km);Bréval (6,2 km);Bréval (4,9 km);Bréval (6 km);Vernon (11,5 km);Freneuse (9,9 km);Lommoye (2,3 km);1;Bréval (6,4 km);Vernon (8,6 km);Vernon (11,4 km);Bréval (5,7 km);Pacy-sur-Eure (7,4 km);Chaufour-lès-Bonnières (3,5 km);Bréval (6,1 km);Chaufour-lès-Bonnières (3,4 km);Villegats (1,9 km);Chaufour-lès-Bonnières (3,4 km);Vernon (11,4 km);Breuilpont (5,1 km);49,9;Bréval (6,6 km);Villiers-en-Dés½uvre à 3,5 km;Hécourt à 4,1 km;Lommoye à 2,5 km;Villegats à 1,8 km;Saint-Illiers-la-Ville à 4,5 km;Chaignes à 3,6 km;Chaufour-lès-Bonnières à 3 km;La Villeneuve-en-Chevrie à 4,6 km;Breuilpont à 4,2 km;Saint-Illiers-le-Bois à 3,3 km;7,6%;77,7%;14,7%;Not found!;6,3%;0%;3,5%;6,4%;14%;76,1%;4026;Cravent;78270;-7,95%;417;68;Not found!;1,1%
393;https://www.villesavivre.fr/osny-95476;18,9%;20,6%;19,8%;20,1%;14,1%;5,5%;0,9%;21,9%;5,1%;23,7%;17,7%;13%;9,8%;8,7%;95,37%;6,86%;25550;22,1%;3476;-5,47%;3653;+0,19%;478;1205;1020;942;87;15;22;14;5;1;5;9;9;3;1;2;2;4;4;2;2;37;10;Pontoise (3,4 km);1;30;1;Cergy à 3,2 km;Courcelles-sur-Viosne à 4,9 km;Vauréal à 5,1 km;Livilliers à 4,2 km;Ennery à 3,6 km;Génicourt à 3 km;Puiseux-Pontoise à 3,5 km;Montgeroult à 4,8 km;Pontoise à 2,9 km;Boissy-l'Aillerie à 2,8 km;4,7%;93,8%;1,6%;Not found!;32,9%;3,8%;11,6%;19,4%;22,8%;42,4%;6459;Osny;95520;2,42%;17 277;1380;Not found!;40,4%
394;https://www.villesavivre.fr/meudon-92048;19,2%;16,8%;20%;20,9%;13,7%;8,3%;1,3%;15%;4,3%;14,2%;14,3%;10,4%;13,4%;28,4%;94,48%;7,6%;29810;20,9%;5653;-2,94%;9268;+6,61%;528;647;1368;633;61;32;27;35;13;1;16;15;13;6;3;1;3;13;2;4;5;85;27;2;3;13,1;3;Sèvres à 2,3 km;Vélizy-Villacoublay à 3,1 km;Viroflay à 4,1 km;Châtillon à 4,5 km;Issy-les-Moulineaux à 3,5 km;Clamart à 2,2 km;Ville-d'Avray à 4,2 km;Chaville à 2,6 km;Le Plessis-Robinson à 3,6 km;Boulogne-Billancourt à 3,7 km;5,9%;91,9%;2,1%;Not found!;45,7%;8,6%;15,8%;32,1%;23,4%;20,1%;5825;Not found!;Not found!;2,24%;46 342;4681;14,1%;Not found!
395;https://www.villesavivre.fr/boissy-l-aillerie-95078;19,2%;18,5%;20,1%;22%;15,3%;4,4%;0,6%;12,5%;4,7%;23,6%;18%;17%;12,1%;12%;99,18%;6,35%;28410;10,3%;Not found!;Not found!;3054;-1,64%;569;1162;612;339;63;3;1;2;1;Osny (3,3 km);Courcelles-sur-Viosne (1,8 km);2;2;1;Osny (3,1 km);Osny (3,4 km);Osny (2,9 km);Osny (2,6 km);Génicourt (2,8 km);Osny (3,3 km);Osny (3,1 km);5;2;Cergy (4,2 km);1;32,8;1;Osny à 2,8 km;Livilliers à 4,9 km;Puiseux-Pontoise à 2,5 km;Cormeilles-en-Vexin à 3,5 km;Génicourt à 2,4 km;Courcelles-sur-Viosne à 2,9 km;Montgeroult à 2 km;Frémécourt à 5,3 km;Cergy à 5 km;Ableiges à 4,2 km;6,1%;92%;1,9%;Not found!;22,6%;2,4%;8,1%;15,4%;20,6%;53,5%;4303;Boissy-l'Aillerie;95650;11,89%;2 024;310;Not found!;22,1%
396;https://www.villesavivre.fr/saint-brice-sous-foret-95539;23,8%;19,6%;20,4%;19,5%;11,7%;4,3%;0,7%;18,6%;5,6%;21,7%;19,3%;13,9%;10,5%;10,3%;98,07%;9,97%;24150;21,8%;3138;-3,77%;4427;+15,44%;454;1237;1302;1371;69;11;9;8;4;Sarcelles (3,2 km);4;4;4;1;Sarcelles (2,1 km);1;5;4;2;1;1;61;12;Montmorency (2,7 km);2;8,4;1;Sarcelles à 2,6 km;Montmagny à 3,6 km;Piscop à 1,7 km;Groslay à 1,8 km;Soisy-sous-Montmorency à 3,9 km;Montmorency à 2,4 km;Domont à 3,7 km;Écouen à 3,7 km;Deuil-la-Barre à 3,8 km;Andilly à 3,5 km;3,9%;95,4%;0,7%;Not found!;40,6%;4,8%;14,3%;23,5%;26,1%;31,3%;8077;Saint-Brice-sous-Forêt;95350;2,66%;15 209;2535;43,7%;Not found!
397;https://www.villesavivre.fr/dampierre-en-yvelines-78193;15,8%;13,3%;16,6%;23,7%;21%;8,6%;0,9%;8,9%;4,5%;12,2%;15,2%;14,3%;14,8%;30%;88,63%;5,91%;34420;15%;Not found!;Not found!;4417;+18,67%;467;474;643;315;67;2;Le Mesnil-Saint-Denis (4,3 km);Cernay-la-Ville (3,5 km);1;Trappes (8,4 km);Le Mesnil-Saint-Denis (4,5 km);1;1;Le Mesnil-Saint-Denis (3,9 km);Maurepas (6,9 km);Coignières (6 km);Le Mesnil-Saint-Denis (4,3 km);1;Les Essarts-le-Roi (3,6 km);Le Mesnil-Saint-Denis (4,4 km);Cernay-la-Ville (3,3 km);8;1;Élancourt (7,3 km);Saint-Forget (2,3 km);28,5;Coignières (5,9 km);Saint-Lambert à 4,2 km;Auffargis à 5,6 km;Chevreuse à 4,7 km;Choisel à 4,5 km;Cernay-la-Ville à 3,9 km;Saint-Forget à 2 km;Lévis-Saint-Nom à 3,7 km;Le Mesnil-Saint-Denis à 4,1 km;Senlisse à 2,1 km;La Verrière à 5,8 km;7,5%;87%;5,5%;Not found!;19,9%;3,5%;9,5%;8,4%;14,3%;64,4%;3925;Dampierre-en-Yvelines;78720;-4,12%;1 000;90;Not found!;15,9%
398;https://www.villesavivre.fr/porcheville-78501;21,7%;19,5%;19,9%;19,4%;13,4%;6,1%;0,1%;28,8%;5,5%;27,5%;17,6%;9,8%;5,6%;5,2%;94,13%;9,88%;24030;24,2%;1766;-43,6%;2681;-11,52%;328;502;632;813;68;2;Issou (2,3 km);4;1;Aubergenville (6,1 km);Mantes-la-Ville (4 km);2;2;Issou (2,4 km);1;Limay (1,8 km);Guitrancourt (1,6 km);2;Limay (2,6 km);1;Épône (3,7 km);9;1;Mantes-la-Jolie (4,4 km);1;48,7;Issou (1,3 km);Épône à 4,5 km;Mézières-sur-Seine à 2,8 km;Gargenville à 3,6 km;Breuil-Bois-Robert à 5,3 km;Guitrancourt à 3,6 km;Mantes-la-Ville à 4,1 km;Guerville à 3,3 km;Limay à 2,9 km;Issou à 1,9 km;Auffreville-Brasseuil à 5,2 km;6,4%;92,8%;0,8%;Not found!;21%;1,4%;6,7%;11,7%;29,9%;50,3%;4746;Porcheville;78440;1,09%;3 162;684;Not found!;14,4%
399;https://www.villesavivre.fr/flins-sur-seine-78238;18,7%;17,7%;19,6%;21,1%;15,4%;7,2%;0,3%;20,9%;4,3%;30,3%;16,3%;14,1%;7,4%;6,7%;85,61%;7,57%;25560;18%;Not found!;Not found!;3161;-15,03%;292;547;822;1027;97;1;1;1;1;Aubergenville (2,4 km);Bouafle (1,7 km);1;1;Aubergenville (1,9 km);Aubergenville (2,1 km);1;2;Aubergenville (1,5 km);1;1;Les Mureaux (1,7 km);25;1;Aubergenville (1,6 km);1;41;Aubergenville (1,9 km);Juziers à 4,3 km;Mézy-sur-Seine à 4 km;Bouafle à 2 km;Ecquevilly à 4,2 km;Les Mureaux à 3,8 km;Chapet à 4,8 km;Bazemont à 4 km;Aubergenville à 1,8 km;La Falaise à 4,9 km;Nézel à 3,7 km;8,5%;89,7%;1,8%;Not found!;25,7%;4%;11,6%;16,9%;26,1%;41,4%;6975;Flins-sur-Seine;78410;1,81%;2 424;282;Not found!;30,3%
400;https://www.villesavivre.fr/valmondois-95628;15,7%;16,3%;16,9%;27,3%;16,8%;6,4%;0,5%;13,3%;4,6%;23,8%;16,5%;15,9%;13,4%;12,6%;96,9%;6,84%;28210;9,9%;3258;-23,03%;3649;+2,16%;569;1162;612;339;63;Parmain (2,6 km);Parmain (1,5 km);1;Parmain (1,7 km);Pontoise (7,3 km);Mériel (2,8 km);1;1;Parmain (1,6 km);L'Isle-Adam (3,8 km);L'Isle-Adam (5,6 km);Parmain (2 km);1;L'Isle-Adam (3,5 km);Parmain (2,8 km);Parmain (2,8 km);1;1;L'Isle-Adam (2,7 km);1;24,7;Butry-sur-Oise (1,7 km);Butry-sur-Oise à 1,8 km;Labbeville à 5,2 km;Mériel à 3,4 km;Villiers-Adam à 5,3 km;L'Isle-Adam à 4,1 km;Méry-sur-Oise à 4,8 km;Nesles-la-Vallée à 3,3 km;Auvers-sur-Oise à 2,7 km;Parmain à 3,2 km;Hérouville-en-Vexin à 3,9 km;6,3%;88%;5,8%;Not found!;14,1%;3,4%;9,7%;12,5%;20%;54,4%;4303;Valmondois;95760;1,08%;1 215;265;Not found!;17,1%
401;https://www.villesavivre.fr/saint-martin-la-garenne-78567;18,4%;14,2%;18,1%;22,6%;19,2%;6,9%;0,5%;15,2%;4,7%;27,1%;17,4%;16,1%;10,6%;8,9%;91,85%;7,02%;27180;15,6%;Not found!;Not found!;2416;-6,03%;501;595;511;384;56;Follainville-Dennemont (2,6 km);Mantes-la-Jolie (3,7 km);Vétheuil (3,5 km);Vétheuil (3,6 km);Mantes-la-Jolie (4,2 km);4;1;1;Mantes-la-Jolie (3,8 km);Mantes-la-Jolie (4,4 km);Buchelay (6,1 km);Mantes-la-Jolie (4,1 km);Follainville-Dennemont (3 km);Mantes-la-Jolie (5 km);Vétheuil (3,5 km);Mantes-la-Jolie (4,3 km);1;Follainville-Dennemont (3,2 km);Mantes-la-Jolie (4 km);1;53,5;Rosny-sur-Seine (5,5 km);Vétheuil à 3,6 km;Méricourt à 3,9 km;Vienne-en-Arthies à 4,7 km;Follainville-Dennemont à 2,7 km;Moisson à 3,7 km;Freneuse à 5,1 km;Guernes à 3,4 km;Haute-Isle à 5,4 km;Mousseaux-sur-Seine à 2,6 km;Mantes-la-Jolie à 4,4 km;10,5%;81,4%;8,1%;Not found!;13,6%;0,5%;4,9%;15,8%;15,3%;63,5%;4026;Saint-Martin-la-Garenne;78520;-7,38%;929;59;Not found!;7,5%
402;https://www.villesavivre.fr/vaureal-95637;23,9%;20,5%;21,1%;20,2%;12,7%;1,5%;0,1%;14,3%;4,4%;20,3%;21%;14,6%;13,3%;12%;99,23%;8,69%;24420;23,2%;3842;-2,68%;3593;-2,42%;478;1205;1020;942;87;11;10;12;3;Osny (6,2 km);3;9;9;2;1;Cergy (4,3 km);2;7;Menucourt (2,4 km);1;Cergy (2,5 km);36;7;1;1;31,2;Cergy (2,2 km);Boisemont à 1,9 km;Courdimanche à 2,3 km;Neuville-sur-Oise à 3,1 km;Vaux-sur-Seine à 4,3 km;Maurecourt à 4 km;Menucourt à 3,6 km;Puiseux-Pontoise à 3,8 km;Cergy à 2,3 km;Jouy-le-Moutier à 2,2 km;Sagy à 4,8 km;3,6%;95,7%;0,7%;Not found!;32,8%;2,5%;13,8%;17%;25,6%;41%;6459;Vauréal;95490;-1,38%;16 034;4634;Not found!;36,3%
